Age,2,3,Education,5,Marital-Status,Occupation,8,Race,10,11,12,13,14,15
40=50, Federal-gov,53498,High School,9,Unmarried, Other-service, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
65-max, ?,476653,University Education,13,Married, ?, Husband,Major Races, Male,0,0,20, United-States, <=50K
30-40, Self-emp-not-inc,162312,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,66, South, <=50K
30-40, Private,277022,High School,9,Single, Handlers-cleaners, Unmarried,Major Races, Female,3887,0,40, Nicaragua, <=50K
40=50, State-gov,109762,University Education,14,Single, Prof-specialty, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,123031,High School,9,Married, Adm-clerical, Husband,Major Races, Male,0,0,48, Trinadad&Tobago, <=50K
20-30, Self-emp-not-inc,409230,University Education,10,Single, Adm-clerical, Own-child,Major Races, Male,0,0,30, United-States, <=50K
40=50, Private,223308,University Education,14,Unmarried, Sales, Unmarried,Major Races, Female,0,0,48, United-States, <=50K
30-40, ?,129150,High School,6,Unmarried, ?, Own-child,Major Races, Male,0,0,35, United-States, <=50K
40=50, Self-emp-not-inc,119199,University Education,10,Married, Adm-clerical, Wife,Major Races, Female,0,0,35, United-States, >50K
40=50, Private,46221,University Education,16,Unmarried, Other-service, Not-in-family,Major Races, Male,27828,0,60, ?, >50K
40=50, Local-gov,351161,University Education,10,Unmarried, Craft-repair, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
50-64, Private,174533,University Education,13,Single, Exec-managerial, Not-in-family,Major Races, Female,0,0,45, United-States, >50K
30-40, Private,324386,University Education,13,Single, Prof-specialty, Own-child,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,126568,University Education,13,Married, Other-service, Husband,Major Races, Male,0,0,33, United-States, <=50K
20-30, Private,275703,University Education,10,Married, Sales, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Self-emp-not-inc,219611,University Education,13,Single, Sales, Not-in-family,Major Races, Female,2174,0,50, United-States, <=50K
40=50, Private,200471,High School,7,Single, Other-service, Not-in-family,Major Races, Male,0,0,60, United-States, <=50K
65-max, Private,155261,High School,9,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, >50K
65-max, State-gov,74040,Elementary,4,Unmarried, Other-service, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
30-40, Private,226296,High School,7,Married, Handlers-cleaners, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,211968,University Education,13,Single, Adm-clerical, Own-child,Major Races, Female,0,0,40, United-States, <=50K
40=50, Local-gov,126446,University Education,10,Single, Other-service, Unmarried,Major Races, Female,0,0,30, United-States, <=50K
20-30, Private,262885,High School,7,Single, Other-service, Unmarried,Major Races, Female,0,0,32, United-States, <=50K
30-40, Private,188069,High School,5,Married, Transport-moving, Husband,Major Races, Male,0,0,25, United-States, <=50K
10-20, Private,113546,High School,7,Single, Craft-repair, Not-in-family,Major Races, Male,0,0,56, United-States, <=50K
20-30, Private,227070,High School,6,Married, Machine-op-inspct, Wife,Major Races, Female,0,0,40, United-States, <=50K
30-40, Private,136997,High School,9,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,35, United-States, <=50K
30-40, ?,119006,High School,9,Unmarried, ?, Own-child,Major Races, Female,0,0,38, United-States, <=50K
20-30, Private,212407,High School,9,Single, Machine-op-inspct, Other-relative,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,197810,University Education,14,Unmarried, Other-service, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
30-40, Federal-gov,35309,University Education,13,Single, Tech-support, Not-in-family,Major Races, Male,0,0,28, ?, <=50K
30-40, Private,141802,University Education,10,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
40=50, ?,184513,University Education,13,Married, ?, Husband,Major Races, Male,0,0,80, United-States, >50K
30-40, Self-emp-not-inc,124187,University Education,12,Single, Other-service, Not-in-family,Major Races, Male,0,0,32, United-States, <=50K
10-20, Private,201743,University Education,10,Single, Other-service, Own-child,Major Races, Female,0,0,26, United-States, <=50K
10-20, Private,156736,High School,6,Single, Sales, Unmarried,Major Races, Female,0,0,12, United-States, <=50K
40=50, Self-emp-not-inc,47261,University Education,10,Married, Farming-fishing, Husband,Major Races, Male,0,0,50, United-States, <=50K
50-64, Private,150693,High School,9,Unmarried, Adm-clerical, Not-in-family,Major Races, Female,0,0,42, United-States, <=50K
50-64, Local-gov,233734,University Education,14,Unmarried, Prof-specialty, Not-in-family,Major Races, Female,0,0,40, United-States, >50K
40=50, State-gov,35969,University Education,14,Married, Prof-specialty, Husband,Major Races, Male,0,0,60, United-States, >50K
40=50, Private,159550,High School,9,Unmarried, Adm-clerical, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,190823,University Education,10,Single, Other-service, Own-child,Major Races, Female,0,0,40, United-States, <=50K
50-64, Private,213378,High School,9,Unmarried, Sales, Not-in-family,Major Races, Female,0,0,33, United-States, <=50K
20-30, Private,257500,High School,9,Unmarried, Machine-op-inspct, Own-child,Major Races, Female,0,0,40, United-States, <=50K
40=50, Local-gov,488706,University Education,10,Married, Handlers-cleaners, Husband,Major Races, Male,0,0,40, United-States, <=50K
50-64, Local-gov,239405,Elementary,3,Unmarried, Other-service, Other-relative,Major Races, Female,0,0,40, Haiti, <=50K
20-30, Federal-gov,105189,High School,9,Unmarried, Adm-clerical, Not-in-family,Major Races, Male,4865,0,50, United-States, <=50K
50-64, State-gov,109735,High School,9,Unmarried, Adm-clerical, Not-in-family,Major Races, Female,0,0,38, United-States, <=50K
40=50, Private,172942,University Education,10,Unmarried, Other-service, Own-child,Major Races, Male,0,0,28, United-States, <=50K
40=50, Local-gov,209899,University Education,14,Single, Tech-support, Not-in-family,Major Races, Female,8614,0,47, United-States, >50K
20-30, Self-emp-inc,87745,University Education,10,Single, Exec-managerial, Not-in-family,Major Races, Male,0,0,60, United-States, <=50K
40=50, Private,187881,University Education,10,Married, Sales, Husband,Major Races, Male,3942,0,40, United-States, <=50K
50-64, Private,234125,High School,9,Married, Other-service, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,272944,High School,9,Single, Transport-moving, Not-in-family,Major Races, Male,0,0,45, United-States, <=50K
20-30, Local-gov,129232,High School,9,Single, Adm-clerical, Own-child,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,100345,University Education,13,Single, Craft-repair, Not-in-family,Major Races, Male,13550,0,55, United-States, >50K
50-64, Self-emp-not-inc,195835,University Education,10,Unmarried, Craft-repair, Not-in-family,Major Races, Male,0,0,45, United-States, <=50K
20-30, Private,251854,High School,7,Single, Adm-clerical, Own-child,Major Races, Female,0,0,40, United-States, <=50K
30-40, Private,103474,High School,9,Married, Sales, Wife,Major Races, Female,0,0,30, United-States, <=50K
30-40, Private,22042,Trade School,11,Single, Prof-specialty, Not-in-family,Major Races, Female,0,0,39, United-States, <=50K
30-40, Private,343721,University Education,13,Married, Prof-specialty, Husband,Major Races, Male,0,0,40, United-States, >50K
10-20, Private,232368,University Education,10,Single, Other-service, Own-child,Major Races, Female,0,0,35, United-States, <=50K
50-64, Private,174478,High School,6,Single, Other-service, Not-in-family,Major Races, Male,0,0,29, United-States, <=50K
50-64, Private,282023,University Education,13,Married, Sales, Husband,Major Races, Male,15024,0,50, United-States, >50K
20-30, Private,274690,University Education,13,Single, Adm-clerical, Not-in-family,Major Races, Male,0,0,45, United-States, <=50K
50-64, Private,251675,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,40, El-Salvador, <=50K
30-40, ?,647882,High School,9,Married, ?, Husband,Major Races, Male,0,0,40, ?, <=50K
50-64, Private,128367,University Education,10,Unmarried, Prof-specialty, Unmarried,Major Races, Male,3325,0,42, United-States, <=50K
30-40, Private,37380,University Education,10,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,38, United-States, <=50K
30-40, Private,173730,High School,9,Married, Sales, Husband,Major Races, Male,0,0,50, United-States, <=50K
40=50, Private,353824,University Education,10,Unmarried, Prof-specialty, Not-in-family,Major Races, Male,0,0,45, United-States, >50K
20-30, Private,225890,University Education,10,Single, Other-service, Other-relative,Major Races, Female,0,0,30, United-States, <=50K
20-30, State-gov,147147,University Education,13,Single, Adm-clerical, Not-in-family,Major Races, Female,0,0,20, United-States, <=50K
50-64, Private,233780,Trade School,11,Unmarried, Adm-clerical, Not-in-family,Major Races, Female,2202,0,40, United-States, <=50K
20-30, Private,394927,Trade School,11,Married, Other-service, Husband,Major Races, Male,0,0,40, ?, <=50K
30-40, Local-gov,188682,University Education,13,Unmarried, Prof-specialty, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
50-64, ?,115209,Trade School,15,Unmarried, ?, Unmarried,Major Races, Female,0,0,40, Vietnam, <=50K
40=50, Private,277192,Elementary,3,Married, Farming-fishing, Wife,Major Races, Female,0,0,40, Mexico, <=50K
20-30, Private,314182,High School,9,Single, Other-service, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
40=50, Private,220776,University Education,14,Married, Exec-managerial, Husband,Major Races, Male,0,0,35, United-States, >50K
30-40, Local-gov,189269,High School,9,Single, Protective-serv, Own-child,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,35429,High School,9,Married, Handlers-cleaners, Husband,Major Races, Male,0,2042,40, United-States, <=50K
40=50, Private,154374,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,2415,60, United-States, >50K
50-64, Private,161460,University Education,13,Single, Farming-fishing, Not-in-family,Major Races, Male,0,0,30, United-States, <=50K
50-64, Private,251487,Elementary,4,Unmarried, Machine-op-inspct, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,177531,High School,9,Single, Sales, Unmarried,Major Races, Female,0,0,25, United-States, <=50K
20-30, Private,53942,University Education,13,Married, Machine-op-inspct, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,113481,High School,9,Unmarried, Craft-repair, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
50-64, Private,361324,High School,6,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,330087,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,0,55, United-States, >50K
30-40, Private,276221,University Education,16,Married, Prof-specialty, Husband,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,121055,University Education,10,Single, Sales, Not-in-family,Major Races, Male,0,0,45, United-States, <=50K
50-64, Private,118696,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
50-64, Self-emp-not-inc,289741,University Education,10,Married, Sales, Husband,Major Races, Male,0,0,20, United-States, <=50K
10-20, Private,238401,University Education,10,Single, Sales, Own-child,Major Races, Female,0,0,25, United-States, <=50K
40=50, Private,262038,Elementary,3,Unmarried, Farming-fishing, Unmarried,Major Races, Male,0,0,35, Mexico, <=50K
50-64, Self-emp-not-inc,26911,Elementary,4,Unmarried, Other-service, Not-in-family,Major Races, Female,0,0,66, United-States, <=50K
20-30, Private,161155,University Education,12,Married, Prof-specialty, Husband,Major Races, Male,0,0,50, United-States, <=50K
40=50, Private,252519,University Education,13,Married, Handlers-cleaners, Husband,Major Races, Male,0,0,40, Haiti, >50K
30-40, Private,43712,High School,9,Married, Exec-managerial, Husband,Major Races, Male,7298,0,40, United-States, >50K
65-max, ?,167826,University Education,13,Married, ?, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,188900,University Education,13,Married, Exec-managerial, Wife,Major Races, Female,0,0,40, United-States, <=50K
40=50, Private,120057,University Education,12,Married, Exec-managerial, Husband,Major Races, Male,4386,0,45, United-States, >50K
20-30, Private,134113,University Education,13,Single, Adm-clerical, Not-in-family,Major Races, Male,0,0,30, United-States, <=50K
40=50, Local-gov,165822,University Education,10,Unmarried, Transport-moving, Unmarried,Major Races, Male,0,0,40, United-States, <=50K
10-20, Private,99161,High School,6,Single, Other-service, Own-child,Major Races, Male,0,0,8, United-States, <=50K
40=50, Local-gov,74581,University Education,13,Unmarried, Prof-specialty, Unmarried,Major Races, Male,0,0,65, United-States, <=50K
10-20, Private,304643,University Education,10,Single, Sales, Own-child,Major Races, Male,0,0,20, United-States, <=50K
20-30, Private,154863,High School,9,Single, Adm-clerical, Unmarried,Major Races, Male,0,0,35, United-States, <=50K
30-40, Local-gov,365430,University Education,10,Married, Adm-clerical, Husband,Major Races, Male,0,0,40, Canada, >50K
20-30, Private,183111,Trade School,11,Married, Machine-op-inspct, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,50178,University Education,10,Single, Sales, Own-child,Major Races, Male,0,0,35, United-States, <=50K
30-40, Private,186845,Trade School,15,Married, Prof-specialty, Husband,Major Races, Male,0,0,45, United-States, >50K
50-64, Private,159908,High School,8,Single, Machine-op-inspct, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,162189,High School,9,Single, Machine-op-inspct, Own-child,Major Races, Female,1831,0,40, Peru, <=50K
20-30, Private,128509,High School,9,Unmarried, Machine-op-inspct, Not-in-family,Major Races, Female,0,0,38, El-Salvador, <=50K
